Number,Lemma,PoS,tikhonov_roots_raw,deterministic_roots,kuznetsova_homonym_candidates,roots
43377,трехдневный,a,"тр,ех,дн","тр-1,ех",дн => дн-1|дн-2,"тр-1,ех,дн-1"
43383,трехлетний,a,"тр,ех,лет","тр-1,ех",лет => лет-1|лет-2,"тр-1,ех,лет-1"
43385,трехмерный,a,"тр,ех,мер","тр-1,ех",мер => мер-1|мер-2|мер-3,"тр-1,ех,мер-1"
43386,трехместный,a,"тр,ех,мест","тр-1,ех",мест => мест-1|мест-2,"тр-1,ех,мест-1"
43399,трехтомник,s,"тр,ех,том","тр-1,ех",том => том-1|том-2,"тр-1,ех,том-1"
43400,трехтомный,a,"тр,ех,том","тр-1,ех",том => том-1|том-2,"тр-1,ех,том-1"
43426,тридцатилетие,s,"тр,дцат,лет","тр-1,дцат",лет => лет-1|лет-2,"тр-1,дцат,лет-1"
43427,тридцатилетний,a,"тр,дцат,лет","тр-1,дцат",лет => лет-1|лет-2,"тр-1,дцат,лет-1"
43444,тринадцатилетний,a,"тр,дцат,лет","тр-1,дцат",лет => лет-1|лет-2,"тр-1,дцат,лет-1"
43523,трубопровод,s,"труб,вод",труб,вод => вод-1|вод-2,"труб,вод-1"
43524,трубопроводный,a,"труб,вод",труб,вод => вод-1|вод-2,"труб,вод-1"
43714,туш,s,туш,,туш => туш-1|туш-2,туш-2
43718,тушенка,s,туш,,туш => туш-1|туш-2,туш-2
43719,тушеный,a,туш,,туш => туш-1|туш-2,туш-2
43750,тысячелетие,s,"тысяч,лет",тысяч,лет => лет-1|лет-2,"тысяч,лет-1"
43751,тысячелетний,a,"тысяч,лет",тысяч,лет => лет-1|лет-2,"тысяч,лет-1"
43812,тяжелобольной,a,"тяж,ел,боль","тяж,ел",боль => бол-1|бол-2,"тяж,ел,бол-1"
43813,тяжелобольной,s,"тяж,ел,боль","тяж,ел",боль => бол-1|бол-2,"тяж,ел,бол-1"
43816,тяжеловес,s,"тяж,ел,вес","тяж,ел",вес => вес-1|вес-2|вес-3|вес-4,"тяж,ел,вес-1"
43817,тяжеловесный,a,"тяж,ел,вес","тяж,ел",вес => вес-1|вес-2|вес-3|вес-4,"тяж,ел,вес-1"
43818,тяжелораненый,s,"тяж,ел,ран","тяж,ел",ран => ран-1|ран-2,"тяж,ел,ран-1"
44014,угледобывающий,a,"угл,добы",бы,угл => угл-1|угл-2,"угл-2,бы"
44015,угледобыча,s,"угл,добы",бы,угл => угл-1|угл-2,"угл-2,бы"
44016,углекислота,s,"угл,кис",,угл => угл-1|угл-2; кис => кис-1|кис-2|кис-3,"угл-2,кис-1"
44017,углекислый,a,"угл,кис",,угл => угл-1|угл-2; кис => кис-1|кис-2|кис-3,"угл-2,кис-1"
44227,удушающий,a,душ,,душ => душ-1|душ-2,душ-1
44508,умирающий,a,мир,,мир => мир-1|мир-2,мир-2
44509,умирающий,s,мир,,мир => мир-1|мир-2,мир-2
44510,умиротворение,s,"мир,твор",,мир => мир-1|мир-2; твор => твор-1|твор-2,"мир-1,твор-1"
44513,умиротворенный,a,"мир,твор",,мир => мир-1|мир-2; твор => твор-1|твор-2,"мир-1,твор-1"
44515,умиротворять,v,"мир,твор",,мир => мир-1|мир-2; твор => твор-1|твор-2,"мир-1,твор-1"
44663,уплотненный,a,плотн,,плотн => плот-1|плот-2|плот-3,плот-1
44777,уравновесить,v,"равн,вес",рав,вес => вес-1|вес-2|вес-3|вес-4,"рав,вес-1"
44778,уравновешенность,s,"равн,веш",рав,веш => веш-1|веш-2,"рав,веш-1"
44780,уравновешивать,v,"равн,веш",рав,веш => веш-1|веш-2,"рав,веш-1"
44781,уравновешиваться,v,"равн,веш",рав,веш => веш-1|веш-2,"рав,веш-1"
45084,утихомиривать,v,"тих,мир",тих,мир => мир-1|мир-2,"тих,мир-1"
45086,утихомириться,v,"тих,мир",тих,мир => мир-1|мир-2,"тих,мир-1"
45693,флотоводец,s,"флот,вод",флот,вод => вод-1|вод-2,"флот,вод-1"
45829,фотокопия,s,"фото,коп",фото,коп => коп-1|коп-2|коп-3,"фото,коп-3"
45953,футбол,s,"фут,бол",фут,бол => бол-1|бол-2,"фут,бол-2"
45954,футболист,s,"фут,бол",фут,бол => бол-1|бол-2,"фут,бол-2"
45955,футболка,s,"фут,бол",фут,бол => бол-1|бол-2,"фут,бол-2"
45956,футбольный,a,"фут,боль",фут,боль => бол-1|бол-2,"фут,бол-2"
46181,хладнокровный,a,"хлад,кров",хлад,кров => кров-1|кров-2,"хлад,кров-1"
46192,хлебобулочный,a,"хлеб,булоч",булоч,хлеб => хлеб-1|хлеб-2,"хлеб-1,булоч"
46193,хлебозавод,s,"хлеб,завод",вод-1,хлеб => хлеб-1|хлеб-2,"хлеб-1,вод-1"
46196,хлебопекарный,a,"хлеб,пек",пек,хлеб => хлеб-1|хлеб-2,"хлеб-1,пек"
46197,хлеборез,s,"хлеб,рез",рез,хлеб => хлеб-1|хлеб-2,"хлеб-1,рез"
46198,хлебороб,s,"хлеб,роб",роб,хлеб => хлеб-1|хлеб-2,"хлеб-1,роб"
46199,хлебосольный,a,"хлеб,соль",,хлеб => хлеб-1|хлеб-2; соль => сол-1|сол-2,"хлеб-1,сол-1"
46200,хлебосольство,s,"хлеб,соль",,хлеб => хлеб-1|хлеб-2; соль => сол-1|сол-2,"хлеб-1,сол-1"
46201,хлеб-соль,s,"хлеб,соль",,хлеб => хлеб-1|хлеб-2; соль => сол-1|сол-2,"хлеб-1,сол-1"
46322,холоднокатаный,a,"холод,кат",холод,кат => кат-1|кат-2,"холод,кат-1"
46353,хоровод,s,"хор,вод",хор-2,вод => вод-1|вод-2,"хор-2,вод-1"
46432,хромоножка,s,"хром,нож",хром,нож => нож-1|нож-2,"хром,нож-2"
46556,цветоводство,s,"цвет,вод",цвет,вод => вод-1|вод-2,"цвет,вод-1"
46559,цветонос,s,"цвет,нос",цвет,нос => нос-1|нос-2,"цвет,нос-2"
46574,целенаправленность,s,"цел,направл",прав,цел => цел-1|цел-2,"цел-1,прав"
46579,целесообразность,s,"цел,сообраз",раз-1,цел => цел-1|цел-2,"цел-1,раз-1"
46580,целесообразный,a,"цел,сообраз",раз-1,цел => цел-1|цел-2,"цел-1,раз-1"
46581,целеуказание,s,"цел,указ",каз-1,цел => цел-1|цел-2,"цел-1,каз-1"
46584,целеустремленный,a,"цел,стремл",стрем-2,цел => цел-1|цел-2,"цел-1,стрем-2"
46616,целочисленный,a,"цел,числ",числ,цел => цел-1|цел-2,"цел-2,числ"
46619,цельнометаллический,a,"цель,металл",металл,цель => цел-1|цел-2,"цел-2,металл"
46825,чародейство,s,"чар,дей",де(j),чар => чар-1|чар-2,"чар-2,де(j)"
46850,частокол,s,"част,кол",,част => част-1|част-2; кол => кол-1|кол-2|кол-3,"част-2,кол-1"
46956,черепно-мозговой,a,"череп,мозг",череп,мозг => мозг-1|мозг-2,"череп,мозг-1"
46986,чернобурка,s,"черн,бур",черн,бур => бур-1|бур-2|бур-3,"черн,бур-2"
46987,черно-бурый,a,"черн,бур",черн,бур => бур-1|бур-2|бур-3,"черн,бур-2"
47004,черноморец,s,"черн,мор",черн,мор => мор-1|мор-2,"черн,мор-2"
47005,черноморский,a,"черн,мор",черн,мор => мор-1|мор-2,"черн,мор-2"
47009,черносотенец,s,"черн,сот",черн,сот => сот-1|сот-2,"черн,сот-1"
47024,черт,s,черт,,черт => черт-1|черт-2,черт-2
47027,чертежник,s,"черт,еж",еж,черт => черт-1|черт-2,"черт-1,еж"
47028,чертежный,a,"черт,еж",еж,черт => черт-1|черт-2,"черт-1,еж"
47029,чертенок,s,черт,,черт => черт-1|черт-2,черт-2
47032,чертов,a,черт,,черт => черт-1|черт-2,черт-2
47038,черточка,s,черт,,черт => черт-1|черт-2,черт-1
47088,четырехлетний,a,"четыр,ех,лет","четыр,ех",лет => лет-1|лет-2,"четыр,ех,лет-1"
47093,четырехугольник,s,"четыр,ех,уголь","четыр,ех",уголь => угол-1|угол-2,"четыр,ех,угол-1"
47097,четырнадцатилетний,a,"четыр,дцат,лет","четыр,дцат",лет => лет-1|лет-2,"четыр,дцат,лет-1"
47122,чин,s,чин,,чин => чин-1|чин-2,чин-1
47129,чиновник,s,чин,,чин => чин-1|чин-2,чин-1
47133,чиновный,a,чин,,чин => чин-1|чин-2,чин-1
47162,чистокровный,a,"чист,кров",чист,кров => кров-1|кров-2,"чист,кров-1"
47164,чистоплотность,s,"чист,плотн",чист,плотн => плот-1|плот-2|плот-3,"чист,плот-2"
47165,чистоплотный,a,"чист,плотн",чист,плотн => плот-1|плот-2|плот-3,"чист,плот-2"
47406,шарообразный,a,"шар,образ",раз-1,шар => шар-1|шар-2,"шар-1,раз-1"
47493,шелкопряд,s,"шелк,пряд",шелк,пряд => пряд-1|пряд-2,"шелк,пряд-1"
47530,шестерка,s,шест,,шест => шест-1|шест-2,шест-2
47532,шестидесятилетие,s,"шест,десят,лет",десят,шест => шест-1|шест-2; лет => лет-1|лет-2,"шест-2,десят,лет-1"
47533,шестидесятилетний,a,"шест,десят,лет",десят,шест => шест-1|шест-2; лет => лет-1|лет-2,"шест-2,десят,лет-1"
47534,шестидесятник,s,"шест,десят",десят,шест => шест-1|шест-2,"шест-2,десят"
47535,шестидневный,a,"шест,дн",,шест => шест-1|шест-2; дн => дн-1|дн-2,"шест-2,дн-1"
47536,шестизначный,a,"шест,знач",зна(j),шест => шест-1|шест-2,"шест-2,зна(j)"
47537,шестилетний,a,"шест,лет",,шест => шест-1|шест-2; лет => лет-1|лет-2,"шест-2,лет-1"
47538,шестимесячный,a,"шест,месяч",месяч,шест => шест-1|шест-2,"шест-2,месяч"
47540,шестипалый,a,"шест,пал",,шест => шест-1|шест-2; пал => пал-1|пал-2|пал-3|пал-4,"шест-2,пал-3"
47545,шестиэтажный,a,"шест,этаж",этаж,шест => шест-1|шест-2,"шест-2,этаж"
47546,шестнадцатилетний,a,"шест,дцат,лет",дцат,шест => шест-1|шест-2; лет => лет-1|лет-2,"шест-2,дцат,лет-1"
47561,шиворот-навыворот,adv,"шиворот,ворот",шиворот,ворот => ворот-1|ворот-2,"шиворот,ворот-1"
47603,широкогрудый,a,"широк,груд",шир-1,груд => груд-1|груд-2,"шир-1,груд-1"
47608,широкополосный,a,"широк,полос",шир-1,полос => полос-1|полос-2,"шир-1,полос-1"
47616,ширпотреб,s,"шир,треб",треб,шир => шир-1|шир-2,"шир-1,треб"
47771,шпиономания,s,"шпион,ман",шпион,ман => ман-1|ман-2,"шпион,ман-1"
47872,шугануть,v,шуг,,шуг => шуг-1|шуг-2,шуг-1
47949,щелкопер,s,"щелк,пер",щелк,пер => пер-1|пер-2,"щелк,пер-2"
48153,экспортировать,v,порт,,порт => порт-1|порт-2|порт-3,порт-3
48154,экспортироваться,v,порт,,порт => порт-1|порт-2|порт-3,порт-3
48156,экспортный,a,порт,,порт => порт-1|порт-2|порт-3,порт-3
48254,электропередача,s,"электр,да",электр,да => да-1|да-2|да-3,"электр,да-1"
48260,электропривод,s,"электр,вод",электр,вод => вод-1|вод-2,"электр,вод-1"
48261,электропроводка,s,"электр,вод",электр,вод => вод-1|вод-2,"электр,вод-1"
48262,электропроводность,s,"электр,вод",электр,вод => вод-1|вод-2,"электр,вод-1"
48263,электроразведка,s,"электр,вед",электр,вед => вед-1|вед-2,"электр,вед-1"
48370,энергосберегающий,a,"энерг,берег",энерг,берег => берег-1|берег-2,"энерг,берег-1"
48539,этнос,s,"этн,ос",этн,ос => ос-1|ос-2,"этн,ос-2"
48581,югослав,s,"юг,слав",юг,слав => слав-1|слав-2,"юг,слав-2"
48582,югославский,a,"юг,слав",юг,слав => слав-1|слав-2,"юг,слав-2"
48690,языковед,s,"язык,вед",язык,вед => вед-1|вед-2,"язык,вед-1"
48738,яр,s,яр,,яр => яр-1|яр-2,яр-1
