Number,Lemma,PoS,reason,tikhonov_roots_raw,deterministic_roots,kuznetsova_homonym_candidates,notes,roots
43662,турбина,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,турбин
43663,турбинный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,турбин
43665,турбодетандер,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,турбодетандер
43666,турбодизель,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,турбодизель
43667,турбонаддув,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,турбонаддув
43668,турбулентность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,турбулент
43669,турбулентный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,турбулент
43670,тургеневский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тургенев
43672,туризм,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,туризм
43673,туринский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,турин
43675,туристический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,турист
43682,турне,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,турне
43684,турникет,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,турникет
43685,турнир,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,турнир
43689,туроператор,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"тур,оператор"
43690,турпоездка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"тур,поездк"
43691,туруханский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,турухан
43692,турфирма,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"тур,фирм"
43693,турчанка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,турч
43694,тускло,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тускл
43697,тусоваться,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тусов
43698,тусовка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тусовк
43699,тусовочный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тусов
43700,тусовщик,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тусов
43703,тутти-фрутти,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тутти-фрутти
43707,туфта,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,туфт
43720,тушинский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тушин
43726,тщательнейший,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тщательн
43727,тщательно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тщательн
43731,тщеславие,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тщеслав
43732,тщеславный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тщеслав
43734,тщетно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тщетн
43746,тын,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тын
43747,тыняновский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тынянов
43749,тысячекратно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"тысяч,крат"
43753,тысячная,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тысячн
43756,тычиночный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тычин
43758,тыща,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тыщ
43760,тэ,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тэ
43761,тюбетейка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тюбетейк
43762,тюбик,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тюбик
43771,тюменский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тюмен
43772,тюнинг,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тюнинг
43773,тюнинговый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тюнингов
43777,тюрк,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тюрк
43780,тюряга,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тюряг
43781,тютелька,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тютельк
43782,тютчевский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тютчев
43783,тю-тю,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тю-тю
43784,тюфяк,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тюфяк
43792,тяговый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тягов
43793,тягомотина,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тягомотин
43800,тяготить,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тяготит
43802,тягуче,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тягуч
43804,тягчайший,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тягчайш
43807,тяжелейший,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тяжелейш
43814,тяжеловато,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тяжеловат
43819,тяжелый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тяжел
43822,тяжко,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тяжк
43831,уазик,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,уазик
43838,убедительно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,бед
43847,убежденно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,бежд
43849,убежденный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,бежд
43850,убежище,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,беж
43857,убивец,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,убивец
43860,убийственно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,убийственн
43866,убито,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,убит
43875,убогий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,убог
43876,убогий,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,убог
43877,убого,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,убог
43886,уборочная,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,уборочн
43896,убывающий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,убывающ
43901,убытие,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,убыти
43909,уважительно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,важ
43933,уверенно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,вер-1
43940,увертываться,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,верт
43945,увесисто,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,вес
43956,увиденное,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,вид
43967,увлекательнейший,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,влек
43968,увлекательно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,влек
43972,увлекающийся,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,влек
43974,увлеченно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,увлеченн
43989,уворачиваться,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,ворач
44011,углеводный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,углевод
44021,угловато,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,угловат
44027,углубленно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,глуб
44038,угнетающе,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,гнет
44048,угодливо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,год
44053,угодно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,год
44058,уголек,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,уголь
44059,уголовка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,уголь
44062,уголовно-исполнительный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,уголь
44063,уголовно-правовой,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,уголь
44068,уголочек,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,уголь
44075,угонщик,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,гон
44077,угор,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,угор
44090,угощенье,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,гощ
44096,угрожающе,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,грож
44102,угрюмо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,угрюм
44105,уд,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,уд
44113,удаленность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,дал
44114,удаленный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,дал
44135,удачно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,удачн
44144,уделать,v,lemma_level_conflict,дел,,,Conflicting automatic candidates across lemmas: де(j)|дел,дел
44153,удерживание,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,держ
44160,удивительно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,див
44165,удивленно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,див
44167,удивленье,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,див
44175,удлиненно-овальный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"длин,овал"
44189,удовлетворение,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,довлетвор
44190,удовлетворенно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,довлетвор
44197,удовлетворять,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,довлетвор
44198,удовлетворяться,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,довлетвор
44206,удостоверение,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,достовер
44209,удостоверять,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,достовер
44220,удручающе,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,друч
44221,удручающий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,друч
44222,удрученно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,друч
44233,уединенно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,уединенн
44248,ужасающе,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,ужасающ
44250,ужасно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,ужасн
44254,ужастик,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,ужастик
44258,ужесточаться,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,ужесточатьс
44269,узбекский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,узбек
44278,узко,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,узк
44283,узкоспециализированный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,узкоспециал
44286,узнаваемость,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,зна
44287,узнаваемый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,зна
44299,узурпатор,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,узурп
44300,узурпировать,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,узурп
44302,уик-энд,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,уикенд
44329,уклончиво,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,клон
44337,укольчик,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,коль
44338,укомплектование,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,комплект
44339,укомплектованность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,комплект
44345,укорененность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,корен
44350,укоризненно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,коризн
44358,украинец,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,украин
44360,украинский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,украин
44372,укрепляющий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,креп
44373,укрепрайон,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,креп
44433,улус,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,улус
44446,ультиматум,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,ультиматум
44447,ультра,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,ультра
44448,ультрадисперсный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,дисперс
44450,ультразвуковой,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,звук
44451,ультраправый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,прав
44453,ультрафиолет,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,ультрафиолет
44454,ультрафиолетовый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,ультрафиолет
44455,ульяновский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,ульянов
44464,уматывать,v,lemma_level_conflict,мат,,,Conflicting automatic candidates across lemmas: мат-1|мат-2|матер,мат-2
44467,умело,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,умел
44470,уменье,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,умень
44477,умеренно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,умеренн
44490,уместно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,уместн
44494,умеючи,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,умеючи
44496,умиленно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,умиленн
44501,умильно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,умильн
44511,умиротворенно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,умиротворенн
44512,умиротворенность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,умиротворен
44514,умиротворить,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,умиротворит
44517,умнейший,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,умнейш
44523,умничка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,умничк
44524,умно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,умн
44531,умозаключение,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,умозаключ
44533,умозрительно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,умозр
44542,умоляюще,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,умоляющ
44545,умопомрачение,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,умопомрач
44547,умопостигаемый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,умопостига
44549,уморительно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,уморительн
44554,ум-разум,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,ум-разум
44555,умственно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,умственн
44570,умышленно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,умышленн
44576,универ,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,универ
44577,универмаг,s,lemma_level_conflict,"универ,маг",универ,,Root-level mapping escalated маг to lemma-level conflict,универ
44578,универсал,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,универсал
44581,универсалия,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,универсали
44582,универсально,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,универсальн
44583,универсальность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,универсаль
44585,универсам,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,универсам
44587,университетский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,университет
44588,универсум,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,универсум
44592,униженно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,униженн
44596,унизительно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,унизительн
44600,уникально,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,уникальн
44601,уникальность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,уникаль
44606,унисон,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,унисон
44609,унификация,s,lemma_level_conflict,ун,,,Root-level mapping escalated ун to lemma-level conflict,унифиц
44610,унифицированный,a,lemma_level_conflict,"ун,ифиц",,,Root-level mapping escalated ун to lemma-level conflict; Root-level mapping escalated ифиц to lemma-level conflict,унифиц
44611,унифицировать,v,lemma_level_conflict,"ун,ифиц",,,Root-level mapping escalated ун to lemma-level conflict; Root-level mapping escalated ифиц to lemma-level conflict,унифиц
44612,униформа,s,lemma_level_conflict,"уни,форм",форм,,Root-level mapping escalated уни to lemma-level conflict,"уни,форм"
44613,униформист,s,lemma_level_conflict,"уни,форм",форм,,Root-level mapping escalated уни to lemma-level conflict,"уни,форм"
44618,уничтожающий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,уничтожающ
44621,уния,s,lemma_level_conflict,уни,,,Root-level mapping escalated уни to lemma-level conflict,уни
44624,унт,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,унт
44625,унтер,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,унтер
44630,уныло,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,уныл
44634,унюхать,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,унюхат
44650,упертый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,уперт
44680,упоенно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,упоенн
44681,упоительно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,упоительн
44690,уполномоченная,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,уполномоченн
44691,уполномоченный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,уполномоченн
44692,уполномоченный,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,уполномоченн
44700,упорно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,упорн
44706,упорядоченность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,упорядочен
44707,упорядочивание,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,упорядочив
44715,управделами,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,управделами
44719,управленец,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,управленец
44728,управомоченный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,управомоченн
44740,упрек,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,упрек
44753,упрощенно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,упрощенн
44754,упрощенный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,упрощенн
44756,упруго,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,упруг
44762,упрямо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,упрям
44779,уравновешенный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,уравновешенн
44786,уралец,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,уралец
44791,урбанизированный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,урбан
44797,урезание,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,урез
44806,урогенитальный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"уро,генит"
44811,уродка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,урод
44812,уродливо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,урод
44823,уролог,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,уролог
44833,урюк,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,урюк
44850,усердно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,серд
44862,усиленно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,сил
44874,ускоренно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,скор
44886,условить,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,слов-1
44889,условно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,слов-1
44890,условно-досрочный,a,lemma_level_conflict,"услов,до,сроч","слов-1,роч",,Conflicting automatic candidates across lemmas: до(j)|мя-1|ши,"слов-1,роч"
44901,услужливо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,служ
44910,усмешечка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,усмеш
44922,усольский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,усоль
44932,успеться,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,усп
44934,успешно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,успеш
44939,успокаивающе,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,спок
44942,успокоенно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,спок
44943,успокоительно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,спок
44955,уставной,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,устав
44957,устало,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,устал
44976,устно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,устн
44979,устойчиво,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,устой
44992,устрашающе,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,страш
44993,устрашающий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,страш
45018,усть-илимский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,усть-илим
45020,усть-медведицкий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,усть-медведицк
45021,усть-ордынский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,усть-ордын
45044,утвердительно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тверд
45062,утес,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,утес
45075,утилита,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,утилит
45076,утилитаризм,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,утилитар
45077,утилитарный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,утилитарн
45078,утиль,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,утил
45085,утихомирить,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тих
45096,утолщенный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,утолщенн
45098,утомительно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,том
45103,утомленно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,том
45143,утробно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,утроб
45158,уфимский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,уфим
45179,ухмылочка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,ухмыл
45203,участливо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,участл
45210,учащенно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,учащ
45211,учащенный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,учащ
45214,учеба,s,lemma_level_conflict,"уч,еб",уч,,Root-level mapping escalated еб to lemma-level conflict,уч
45215,учебка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,уч
45217,учебно-боевой,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,уч
45218,учебно-воспитательный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,уч
45219,учебно-методический,a,lemma_level_conflict,"уч,еб,метод","уч,метод",,Root-level mapping escalated еб to lemma-level conflict,"уч,метод"
45220,учебно-тренировочный,a,lemma_level_conflict,"уч,еб,трен","уч,трен",,Root-level mapping escalated еб to lemma-level conflict,"уч,трен"
45228,ученый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,уч
45229,ученый,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,уч
45230,ученье,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,уч
45232,учет,s,lemma_level_conflict,чет,,,Conflicting automatic candidates across lemmas: чет|четвер,учет
45233,учетный,a,lemma_level_conflict,чет,,,Conflicting automatic candidates across lemmas: чет|четвер,учет
45234,учетчик,s,lemma_level_conflict,чет,,,Conflicting automatic candidates across lemmas: чет|четвер,учет
45236,училка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,учил
45255,учтиво,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,учтив
45258,учудить,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,чуд
45262,ушастик,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,ушаст
45274,ушу,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,ушу
45281,ущербность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,щерб
45284,уэльский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,уэль
45286,уютно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,уют
45293,фа,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фа
45297,фабрично-заводской,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"фабр,завод"
45299,фабула,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фабул
45307,фагоцитоз,s,lemma_level_conflict,"фаг,цит",фаг,,Root-level mapping escalated цит to lemma-level conflict,фаг
45308,фаза,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фаза
45316,факс,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,факс
45318,факт,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,факт
45319,фактически,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,факт
45320,фактический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,факт
45322,фактологический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,факт
45324,факторный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фактор
45326,фактурный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фактур
45327,факультатив,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,факульт
45328,факультативный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,факульт
